Time,Open,High,Low,Latest,Change,%Change,Volume,"Open Int"
2024-07-18,38.409,38.409,38.409,38.409,0.416,+1.09%,2993,50875
2024-07-17,37.993,37.993,37.993,37.993,-0.713,-1.84%,2828,49916
2024-07-16,38.75,38.75,38.706,38.706,0.757,+1.99%,3170,49916
2024-07-15,38,38,37.949,37.949,-0.327,-0.85%,2129,49572
2024-07-12,38.276,38.276,38.276,38.276,0.468,+1.24%,3944,49327
2024-07-11,37.808,37.808,37.808,37.808,0.274,+0.73%,2344,47949
2024-07-10,37.534,37.534,37.534,37.534,-0.419,-1.10%,3106,47798
2024-07-09,37.953,37.953,37.953,37.953,-0.759,-1.96%,4504,47333
2024-07-08,39.5,39.5,38.712,38.712,-0.412,-1.05%,2480,46822
2024-07-05,39.1,39.124,39.05,39.124,-0.156,-0.40%,3741,46829
2024-07-04,39.28,39.28,39.28,39.28,0.333,+0.86%,2797,45757
2024-07-03,38.947,38.947,38.947,38.947,-0.388,-0.99%,2706,45886
2024-07-02,39.335,39.335,39.335,39.335,0.625,+1.61%,3242,45759
2024-07-01,38.71,38.71,38.71,38.71,-0.39,-1.00%,2989,45695
2024-06-28,39.1,39.1,39.1,39.1,0.035,+0.09%,1562,45590
2024-06-27,39.065,39.065,39.065,39.065,0.655,+1.71%,2350,45487
2024-06-26,38.41,38.41,38.41,38.41,-0.615,-1.58%,3245,45780
2024-06-25,39.025,39.025,39.025,39.025,0.434,+1.12%,1157,45440
2024-06-24,38.591,38.591,38.591,38.591,-0.041,-0.11%,1289,45462
2024-06-21,38.632,38.632,38.632,38.632,-0.328,-0.84%,1469,45577
2024-06-20,38.96,38.96,38.96,38.96,-0.255,-0.65%,3307,45402
2024-06-19,39.215,39.215,39.215,39.215,0.782,+2.03%,2136,45655
2024-06-18,38.433,38.433,38.433,38.433,0.575,+1.52%,1837,45782
2024-06-17,37.858,37.858,37.858,37.858,-0.504,-1.31%,1627,45478
2024-06-14,38.362,38.362,38.362,38.362,-0.168,-0.44%,2226,45218
2024-06-13,38.53,38.53,38.53,38.53,0.264,+0.69%,2925,45116
2024-06-12,38,38.266,38,38.266,0.506,+1.34%,3612,44867
2024-06-11,37.76,37.76,37.76,37.76,-0.255,-0.67%,3632,44541
2024-06-10,38.015,38.015,38.015,38.015,0.856,+2.30%,1912,44841
2024-06-07,37.159,37.159,37.159,37.159,-0.117,-0.31%,2123,45091
2024-06-06,36.99,37.276,36.875,37.276,0.19,+0.51%,3791,44650
2024-06-05,37.086,37.086,37.086,37.086,-0.667,-1.77%,4691,44903
2024-06-04,38.25,38.25,37.753,37.753,-1.625,-4.13%,3917,45938
2024-06-03,39.378,39.378,39.378,39.378,0.832,+2.16%,5613,45738
2024-05-31,38.546,38.546,38.546,38.546,-1.18,-2.97%,5090,45601
2024-05-30,39.26,39.726,39.26,39.726,0.49,+1.25%,3060,45526
2024-05-29,39.236,39.236,39.236,39.236,0.232,+0.59%,2398,45159
2024-05-28,39.004,39.004,39.004,39.004,-1.22,-3.03%,2350,44735
2024-05-27,40.224,40.224,40.224,40.224,0.854,+2.17%,530,44506
2024-05-24,39.37,39.37,39.37,39.37,-1.004,-2.49%,2106,44511
2024-05-23,40.374,40.374,40.374,40.374,0.634,+1.60%,7600,44421
2024-05-22,39.74,39.74,39.74,39.74,0.812,+2.09%,4448,45447
2024-05-21,38.928,38.928,38.928,38.928,1.032,+2.72%,3039,45920
2024-05-20,37.896,37.896,37.896,37.896,0.526,+1.41%,2930,45802
2024-05-17,37.25,37.37,37.25,37.37,0.198,+0.53%,2543,44968
2024-05-16,37.172,37.172,37.172,37.172,0.555,+1.52%,2951,44718
2024-05-15,36.617,36.617,36.617,36.617,-0.138,-0.38%,2358,44284
2024-05-14,36.755,36.755,36.755,36.755,0.453,+1.25%,2578,44013
2024-05-13,36.302,36.302,36.302,36.302,-0.23,-0.63%,1740,43887
2024-05-10,36.532,36.532,36.532,36.532,-0.333,-0.90%,3260,43754
2024-05-09,36.865,36.865,36.865,36.865,0.223,+0.61%,2559,43256
2024-05-08,36.642,36.642,36.642,36.642,-0.322,-0.87%,2479,43132
2024-05-07,36.964,36.964,36.964,36.964,-0.144,-0.39%,4055,43000
2024-05-06,37.108,37.108,37.108,37.108,0.686,+1.88%,1420,42809
2024-05-03,36.422,36.422,36.422,36.422,-0.237,-0.65%,6219,42565
2024-05-02,36.4,36.659,36.4,36.659,1.582,+4.51%,6300,40531
2024-05-01,35.077,35.077,35.077,35.077,-0.26,-0.74%,2087,38775
2024-04-30,35.337,35.337,35.337,35.337,1.045,+3.05%,4006,38219
2024-04-29,34.35,34.35,34.292,34.292,-0.724,-2.07%,2193,37967
2024-04-26,35.15,35.15,35.016,35.016,-0.294,-0.83%,3686,37864
2024-04-25,35.31,35.31,35.31,35.31,0.569,+1.64%,3443,37990
2024-04-24,34.5,34.741,34.5,34.741,0.424,+1.24%,3321,37806
2024-04-23,35.3,35.3,34.317,34.317,-0.405,-1.17%,4319,37713
2024-04-22,35,35,34.722,34.722,-0.985,-2.76%,3570,37692
2024-04-19,36.535,36.535,35.707,35.707,-1.517,-4.08%,4440,38087
2024-04-18,37.224,37.224,37.224,37.224,0.687,+1.88%,4380,36483
2024-04-17,36.65,36.65,36.537,36.537,-1.708,-4.47%,5120,36371
2024-04-16,38.245,38.245,38.245,38.245,0.96,+2.57%,6737,35768
2024-04-15,37.285,37.285,37.285,37.285,-0.251,-0.67%,8276,34658
2024-04-12,37,37.536,37,37.536,0.994,+2.72%,4344,33900
2024-04-11,36.5,36.542,36.5,36.542,2.095,+6.08%,4538,33712
2024-04-10,34.447,34.447,34.447,34.447,-0.035,-0.10%,2855,33388
2024-04-09,34.482,34.482,34.482,34.482,-0.043,-0.12%,4321,32641
2024-04-08,34.525,34.525,34.525,34.525,1.197,+3.59%,3763,31706
2024-04-05,33.328,33.328,33.328,33.328,0.665,+2.04%,1844,31157
2024-04-04,33,33,32.663,32.663,0.416,+1.29%,2026,30864
2024-04-03,32.247,32.247,32.247,32.247,-0.183,-0.56%,1870,30669
2024-04-02,32.43,32.43,32.43,32.43,-0.756,-2.28%,2377,30683
2024-03-28,33.186,33.186,33.186,33.186,-0.449,-1.33%,3274,30641
2024-03-27,33.635,33.635,33.635,33.635,0.514,+1.55%,2006,30860
2024-03-26,33.4,33.4,33.121,33.121,-0.58,-1.72%,2394,30898
2024-03-25,33.701,33.701,33.701,33.701,0.702,+2.13%,2074,31129
2024-03-22,32.999,32.999,32.999,32.999,1.12,+3.51%,1593,30887
2024-03-21,31.879,31.879,31.879,31.879,-0.684,-2.10%,2242,30842
2024-03-20,32.563,32.563,32.563,32.563,-0.66,-1.99%,2552,30452
2024-03-19,33.223,33.223,33.223,33.223,0.13,+0.39%,2992,30194
2024-03-18,33.093,33.093,33.093,33.093,0.985,+3.07%,1932,29736
2024-03-15,32.108,32.108,32.108,32.108,0.513,+1.62%,3505,29756
2024-03-14,31.595,31.595,31.595,31.595,0.829,+2.69%,1995,29542
2024-03-13,30.766,30.766,30.766,30.766,0.063,+0.21%,2315,29397
2024-03-12,30.703,30.703,30.703,30.703,-0.343,-1.10%,1608,29243
2024-03-11,31.046,31.046,31.046,31.046,-0.939,-2.94%,1721,29205
2024-03-08,31.985,31.985,31.985,31.985,-0.029,-0.09%,1753,29150
2024-03-07,32.014,32.014,32.014,32.014,-0.414,-1.28%,1412,29007
2024-03-06,32.428,32.428,32.428,32.428,-0.544,-1.65%,2926,28772
2024-03-05,33.05,33.05,32.972,32.972,0.402,+1.23%,3600,28292
2024-03-04,32.57,32.57,32.57,32.57,0.672,+2.11%,2893,28442
2024-03-01,31.95,31.95,31.898,31.898,0.658,+2.11%,2079,28372
2024-02-29,31.24,31.24,31.24,31.24,-0.269,-0.85%,2455,28517
2024-02-28,31.509,31.509,31.509,31.509,0.923,+3.02%,2361,28315
2024-02-27,30.586,30.586,30.586,30.586,0.679,+2.27%,2128,28443
2024-02-26,29.907,29.907,29.907,29.907,0.593,+2.02%,1174,28438
2024-02-23,29.314,29.314,29.314,29.314,-0.581,-1.94%,1941,28220
2024-02-22,29.895,29.895,29.895,29.895,-0.604,-1.98%,2405,28083
2024-02-21,30.499,30.499,30.499,30.499,-0.004,-0.01%,1726,27733
2024-02-20,30.503,30.503,30.503,30.503,0.648,+2.17%,2683,27765
2024-02-19,29.855,29.855,29.855,29.855,-0.677,-2.22%,1179,27763
2024-02-16,30.532,30.532,30.532,30.532,0.024,+0.08%,1619,27578
2024-02-15,30.508,30.508,30.508,30.508,0.173,+0.57%,2393,27661
2024-02-14,30.65,30.65,30.335,30.335,-0.515,-1.67%,2124,27448
2024-02-13,30.85,30.85,30.85,30.85,-0.142,-0.46%,2439,27008
2024-02-12,30.992,30.992,30.992,30.992,-0.246,-0.79%,1619,26848
2024-02-09,31.238,31.238,31.238,31.238,-0.896,-2.79%,2163,26625
2024-02-08,32.134,32.134,32.134,32.134,-0.906,-2.74%,3367,26424
2024-02-07,33.04,33.04,33.04,33.04,-0.439,-1.31%,2070,26424
2024-02-06,33.479,33.479,33.479,33.479,-0.257,-0.76%,2601,26232
2024-02-05,33.736,33.736,33.736,33.736,-0.931,-2.69%,1435,25895
2024-02-02,34.667,34.667,34.667,34.667,-0.028,-0.08%,1546,26054
2024-02-01,34.695,34.695,34.695,34.695,-0.213,-0.61%,1567,25869
2024-01-31,34.908,34.908,34.908,34.908,0.604,+1.76%,3143,25624
2024-01-30,34.304,34.304,34.304,34.304,0.353,+1.04%,1503,25467
2024-01-29,33.951,33.951,33.951,33.951,0.045,+0.13%,1281,25008
2024-01-26,33.74,33.906,33.74,33.906,0.013,+0.04%,1293,24923
2024-01-25,33.893,33.893,33.893,33.893,-0.71,-2.05%,1218,24780
2024-01-24,34.603,34.603,34.603,34.603,1.043,+3.11%,1340,24443
2024-01-23,33.56,33.56,33.56,33.56,0.286,+0.86%,2600,24068
2024-01-22,33.274,33.274,33.274,33.274,-0.643,-1.90%,1323,23916
2024-01-19,33.917,33.917,33.917,33.917,0.297,+0.88%,5570,23777
2024-01-18,33.62,33.62,33.62,33.62,0.373,+1.12%,1787,22244
2024-01-17,33.247,33.247,33.247,33.247,-1.235,-3.58%,1767,22136
2024-01-16,34.6,34.6,34.482,34.482,-0.151,-0.44%,1677,22042
2024-01-15,34.633,34.633,34.633,34.633,-1.021,-2.86%,1161,21842
2024-01-12,35.654,35.654,35.654,35.654,0.643,+1.84%,2193,21727
2024-01-11,35.011,35.011,35.011,35.011,-0.135,-0.38%,1035,21852
2024-01-10,35.146,35.146,35.146,35.146,0.145,+0.41%,2100,21589
2024-01-09,35.001,35.001,35.001,35.001,-0.332,-0.94%,2510,21437
2024-01-08,35.333,35.333,35.333,35.333,-1.526,-4.14%,1329,21390
2024-01-05,36.859,36.859,36.859,36.859,0.671,+1.85%,1580,21389
2024-01-04,36.188,36.188,36.188,36.188,0.373,+1.04%,1141,21114
2024-01-03,35.815,35.815,35.815,35.815,1.093,+3.15%,1015,21039
2024-01-02,34.722,34.722,34.722,34.722,-1.321,-3.67%,1057,20864
2023-12-29,36.043,36.043,36.043,36.043,-0.885,-2.40%,589,20804
2023-12-28,36.928,36.928,36.928,36.928,-1.056,-2.78%,589,20761
2023-12-27,37.984,37.984,37.984,37.984,0.744,+2.00%,1623,20746
2023-12-26,37.24,37.24,37.24,37.24,0,0.00%,0,20659
2023-12-22,37.24,37.24,37.24,37.24,0.12,+0.32%,1623,20659
2023-12-21,37.12,37.12,37.12,37.12,0.155,+0.42%,1623,20541
2023-12-20,36.965,36.965,36.965,36.965,0.15,+0.41%,1708,19949
2023-12-19,36.815,36.815,36.815,36.815,-1.829,-4.73%,1492,19581
2023-12-18,38.644,38.644,38.644,38.644,1.06,+2.82%,1878,19722
2023-12-15,37.584,37.584,37.584,37.584,-0.671,-1.75%,1168,19344
2023-12-14,38.255,38.255,38.255,38.255,-0.39,-1.01%,2200,19007
2023-12-13,38.645,38.645,38.645,38.645,0.909,+2.41%,1412,19292
2023-12-12,37.736,37.736,37.736,37.736,-0.776,-2.01%,1970,19297
2023-12-11,38.512,38.512,38.512,38.512,-1.269,-3.19%,1485,19607
2023-12-08,39.781,39.781,39.781,39.781,-0.591,-1.46%,1100,20162
2023-12-07,40.372,40.372,40.372,40.372,0.109,+0.27%,955,20077
2023-12-06,40.263,40.263,40.263,40.263,0.611,+1.54%,1201,19962
2023-12-05,39.652,39.652,39.652,39.652,-1.423,-3.46%,2189,20352
2023-12-04,41.075,41.075,41.075,41.075,-1.377,-3.24%,759,19787
2023-12-01,42.452,42.452,42.452,42.452,0.805,+1.93%,1430,19935
2023-11-30,41.647,41.647,41.647,41.647,0.54,+1.31%,1060,19809
2023-11-29,41.107,41.107,41.107,41.107,-1.808,-4.21%,1606,19642
2023-11-28,42.915,42.915,42.915,42.915,-0.601,-1.38%,1645,19443
2023-11-27,44,44,43.516,43.516,-0.849,-1.91%,1045,19566
2023-11-24,44.365,44.365,44.365,44.365,0.031,+0.07%,722,19771
2023-11-23,44.334,44.334,44.334,44.334,0.51,+1.16%,965,19681
2023-11-22,43.824,43.824,43.824,43.824,0.134,+0.31%,655,19643
2023-11-21,43.69,43.69,43.69,43.69,-0.492,-1.11%,1119,19678
"Downloaded from Barchart.com as of 04-06-2026 03:21am CDT"
